,search_log_id,upsell_type,name,unit_price,pieces,sum_price,hotel_id
44,134192,17,COFFEEMIX_HU,8700.0,1,8700.0,hotel_1
45,134192,18,COKE_HU,7500.0,1,7500.0,hotel_1
46,134369,2,HDAYSPA_HU,5950.0,1,5950.0,hotel_1
47,135206,4,TCDCHAMPAGNE_HU,7300.0,1,7300.0,hotel_1
48,135206,6,FRUITS_HU,3500.0,1,3500.0,hotel_1
49,135348,4,TCDCHAMPAGNE_HU,7300.0,1,7300.0,hotel_1
50,135348,7,ROSE_HU,3500.0,1,3500.0,hotel_1
51,135595,9,CAKE_HU,6000.0,1,6000.0,hotel_1
52,135620,21,M50_HU,13200.0,1,13200.0,hotel_1
53,136289,2,HDAYSPA_HU,5950.0,1,5950.0,hotel_1
54,136289,6,FRUITS_HU,3500.0,1,3500.0,hotel_1
55,136289,9,CAKE_HU,6000.0,1,6000.0,hotel_1
56,136289,12,WBAR_HU,14200.0,1,14200.0,hotel_1
57,136289,21,M50_HU,13200.0,2,26400.0,hotel_1
58,137486,9,CAKE_HU,6000.0,1,6000.0,hotel_1
59,137592,6,FRUITS_HU,3500.0,1,3500.0,hotel_1
60,138392,2,HDAYSPA_HU,5950.0,3,17850.0,hotel_1
61,138392,15,PRESSO_HU,4500.0,1,4500.0,hotel_1
62,138640,6,FRUITS_HU,3500.0,1,3500.0,hotel_1
63,139883,2,HDAYSPA_HU,5950.0,2,11900.0,hotel_1
64,140643,17,COFFEEMIX_HU,8700.0,1,8700.0,hotel_1
65,141003,15,PRESSO_HU,4500.0,1,4500.0,hotel_1
66,141003,21,M50_HU,13200.0,2,26400.0,hotel_1
67,141175,4,TCDCHAMPAGNE_HU,7300.0,1,7300.0,hotel_1
68,141175,6,FRUITS_HU,3500.0,1,3500.0,hotel_1
69,141175,16,CAPPUCCINO_HU,5300.0,1,5300.0,hotel_1
70,141568,2,HDAYSPA_HU,5950.0,2,11900.0,hotel_1
71,141565,1,DAYSPA_HU,8350.0,1,8350.0,hotel_1
72,141565,1,DAYSPA_HU,8350.0,1,8350.0,hotel_1
73,141565,1,DAYSPA_HU,8350.0,1,8350.0,hotel_1
74,143790,16,CAPPUCCINO_DE,13.74,2,27.48,hotel_1
75,143790,18,COKE_DE,18.98,1,18.98,hotel_1
76,143798,16,CAPPUCCINO_DE,13.74,2,27.48,hotel_1
77,143798,18,COKE_DE,18.98,1,18.98,hotel_1
78,145840,37,FM40_HU,41.45,1,41.45,hotel_1
79,145898,8,MFLOWER_HU,10000.0,1,10000.0,hotel_1
80,145898,9,CAKE_HU,6000.0,1,6000.0,hotel_1
81,145990,20,M25_HU,9900.0,2,19800.0,hotel_1
82,146067,1,DAYSPA_HU,8350.0,2,16700.0,hotel_1
